query_id,answer
gMFaXa1SP0ibiIXs,d598022eeec95735 b138a8e1e154cc5c 41097d1a27058dab d858964b00e25432 f6620cd646a62064 b356071829e0df78 15419ee8a2955a91 9d00b1e9c3cf6202 a8a1384d9d313a42 7ac2a0949a4d832f 87bb2471572d1c44 1621dbbd883c9372 3bbfcfda73438f55 0fc15fe2b9f8af31 9c8762b7fe8a13d5 8a981859783bec06 8e1b4cc39668f625 14830dcaf2844430 2af6814dae5451a1 0aeff845b2243f96 4e741ef4bd8cfac7 339de6f6c054b2f2 18f550b5ee768ddc 24eac6971e9f35d9 e1e71667f5c945ce 6ecd09665d274955 bf614ee2c6c16d34 5932efba0c0f0294 808bb45e946c9250 6ee44d8fc8b04290 7f35a0146fe1ba8f fc7807b77643f2f7 d06c674f0073b8d4 dd85cca9bec29522 570148f5f1b8aded 7177e469ec03d344 3639c60d124f3d36 36d0ee4973efd7eb c4bb5d682127b61d 38bb7c34c3357f70 5b11d23e5342e774 a96a1fe59623151e b038bd38124feffc f76c87ee71f12143 83725951858328f7 dbe92483e8a260be c9fa3fbab185dd41 227d962ae2cade98 f869bd9d56913e8c ccb41dd11b4a4414
VGyLUJLE109u2oWx,f4b7d92d64b00723 c7cb218ba6eb0f8e b465a412e4c6f510 e3621073d39ccc62 cb618c3cf580b45b ecc1cc466e57f5f5 c246033b763ea08a 2d10d92b65d543b3 a5f0f97c09b88d20 8e83ccb23c11d481 72d77c20f8d83fe9 f0c4697b87a0d669 3297a19d8f543eaf eea084d9ce72550c 2879614672a1a1e2 7d1e5f7965ed1129 26310d7a3d439133 e69c3c5c36732d6e 6ab0dd84f8bf075f cbd5a530479743e8 b5ae9fef5f8c9ad4 3a1f0898023bfb6e a62fac327be38b61 f8b2b14efb632b6d fd3fb9abe3d46cc6 712bd75c8f4de227 b164aedbdbed8d6c 2a1f77cb8d1fa29a 314c68d3d99cb7de e28fb29b868d5347 fb737955e15e4f44 b71f401cca6e07f6 b899b2345c374a1a 131073d261297447 e1528cb05bbe0c5d 77a7eb83b83a3c2b 7411eb222fddafb8 e02c443979ee4c73 b585e76a2d5da5b6 5481311ff5a2551c 1033583c5559a677 ee1e6fa955f2727b 766e6b31fb93b55a 2e61025423250f45 7764c133184ea9f6 c4faf9d98ba03de4 2a27cdd77ef77263 a6a0e2d2fb6d7ee1 56159ad2b2bbe092 94681fe535b65759
zIM4sXKWQPk4G4IK,351c3b5ae8e05a83 c379ce2520efe9b8 1f6ebf6c7e25f1d4 71379e5c78560033 8f826c39ed6892d8 6592d472cb1009be d0ba6d48c3b96e45 dc46e4eee2e42842 840c42c1402f95e6 f87f264b42a0d50a 0c40a681c3bbf232 400dfa8834946355 ea3eea0137052d0f 7d29dff6333882a6 619558159f2016d7 eb89f7e4bc4ecb68 12dfda5c3e8c29fe aa2bd3fd8dbaae71 e9e6bab7271806e6 80f4a9acd71eff93 c7917d6096b20b8c b31b0c4ec7214bbf ec642a2d44668e8e c13b5920b303d80b 93bb7c8c51bfe71f 018cc8aa7373d997 812a12a1dc4a2f57 6999587fff0def7a daf6fa5b44a7b711 73e29ab36885f43a a899a5d6ff5c4bb4 d4fbdd8286046618 17250e2919654734 7355090a2b32efec b5e411a19ae7713f 7d6cae5761420f85 2e75efc629116dba 0c6bc306c16b7adf ee1ed0f98476c07e 7be5ee7fe9bf59f0 75a96c2130b40c24 db6cadd27e11aade bf81f06682f6afb1 9a04c68abec531e4 ab9ad38958fdbfd5 09534165790e77af 4c2b02e24ffc5f60 1a00d8199cd365e7 e1d8a57166e42adb f2264237778d0412
PfpBbWC1NSI1R3ic,e329c70f9abe1fbd b604658a9653c115 eed86f3e17b5d1d1 0ffa794de3feea87 eb31acd03ecfc894 de29da8ad3301e0d f33a9c937a858e96 206a9e7363906e9c 9d54b991c7c9f4e0 80d73897cf42ec22 ac1836ee441b4623 a1c9b99aa57c5dd7 6a238d23f6e842c1 16f3eb42a941bd25 30d0063c70bb3a83 a8cf35588b67f230 52daf25660d93f02 04c0fdd6d9ad4784 928be2fd52f89a72 8dc903e7d77e14af bd9e48b0d22e9b26 0851636093c8cd04 64d2ddfc56de907b 81817216e29c2850 b6b239e719c2ca2c e1ad8665d0ac18a1 2504f693bcd80b59 c69649e80b1df2c7 312f5a8591b6d8cd 42cb80901c1b0ed1 3220a3ad0ec0792c 5fa740957074fd22 ecfdaf2a64bf9bdf 275c8f650de510d2 c878260b14e3f1e9 7caa63a91e2db434 ffb3666b355d9af5 daaed3fd3076179e 3833625d4dfd7724 bdbf9740cfb85d02 8cff9658031417f5 04a954f0bd337f43 87e7191ad35b43ad 9e50bc5474da735d f1342555021c86c7 521e6e3a6e55a966 828c5d1c080db213 7c542249d7f389cd 0fc2604e7a9c393c 88ec3c0c583970d2
y1SpEQ00r5d2AYfc,1f12e9c6e184a912 6e19694b6adcc2fb 45974258df313c71 f622759e92ea7715 695318716ae3e974 ab54332fafbf688e 6cbce9e9ea392a5e 20aa213edf619d8b 0add7e6cb7eabc98 860d5258018590c4 852a3c6537718b4d d2cd0c6daff6e8c9 fe5b297672ec302d 3bcb3236acb9dd1a ef9a67178870e79d 5e14602baa55ba43 7e9b0a998ce6103d 2c0296376564e100 57335311368143d0 13f9f0476d3f3393 6623fc6be1a49be9 966b94cc250b0b39 16ca68b8595d6193 85b1f310ac1c5bb9 faf79f70755ee234 0f6a0a49ed034563 5bcea5a9402b3fdc 7600ba57a5d54312 8f5fdd777156dd7e fba3e35e431b8ff5 47a434930fc5f291 1db56fa2f2848813 7bdcb5ab5b663cae 128d898990350d0d 16c85f7452a5f73f e338e4e48216209b 9e7a4d1c28bf25f2 0090bf192461745d 2a37c0539e9104b2 9a1468859e55983b 7503ad3e28df09b5 d983fa317c8ec0c1 dd69442cf9325eb7 a488fbb3e49a3d37 dce0509dafb84b48 2ec8ad5df48d563a f7d76342cc791037 f64bc3c1c6caa23f 55d65e4ab08a7114 8474a23d55558cc6
fDFTZnNxnBT90Qjw,30b596c6f3f38190 abac7996b3a0fc13 626bdfa2768f75fa ca49695eabcc8014 0c64f7a8bc9ef5a4 9ff742ea06ac565b 01caa5fd6dbaa083 9b7f752b5dc32f64 0c8562678a2edf0d a124665173b036c0 ed26c7a8903e54dd 9723f58d0667e8db efd72a459e4ccaa4 fc5ea202c599e9fb b24e22ee3cc21a5f a99947b35b0f78a6 385b46c8410d81e1 81aa4f0cc5251a96 582e5dbed4e518ec 985718eb8d1a88b9 1147baa29bca2faa 211bcd8a74376e41 649515bf4b2cca77 ee941f312945a3d9 e532abf78188d386 c8076c7ce2e7dce8 8e069a5eff70df35 b975be1cae349ded 5a72dec08dda82b2 d5c602adf962e1c8 ae37222dc3aaad1a 87fb995181062125 a96d994cb983fc02 98d8dae0addb6b3b 8091a62ac65c310f 0b25564215c3d66b 89d9094229ff9626 313fad14e25fa1e8 5e327900d28c9bd7 4b07965e1e233626 63aba962f9117f40 39e4ebcfb255299b 42fc2da375ed0382 803cf488162f677e ea88996cb7e4405e 863fbe1927bf53f6 ac1b182e8d3ab264 c3496584aa28324d 7a43f67c23108e90 f13b105032e23071
LxUilEmQWS4RBGyE,808174049da8f7be 3fb1ce3d365b1c5a 1f73934507070762 6626e752be7e228f 1bfb7a45c8241a0e 896e0c1586b0decd 5559b58c7b9f37c2 ef49788cb8f71ab7 d6bfdab22e3a9ab7 2fbb67c9310c64aa bc061ec0b4ecc26d 33f60b40fe1449a1 7b1584749e25dbda 72026a9af825e2c8 d351bb67b8aebb8a 529b4b13c3e4ba43 e4e5e2beb90b3436 d85159dcc5942c4f 02422cced0bd244f f51cff9272cf96fb f083f55f7b586a7a 7ad773c65dbe146d bf3de65de5223b94 7b0237ea7a32b9e2 011b7269fcc011dc 92fefe40debe05ae 3a50f174f36f2b9c 0d366ac60b7cb605 ef9bcecd7bfe5888 fd53162c1cc8ee31 914908ac646e1622 5763dd16e9a3c85c 798000d687564cda e4705ce099f8e180 77ad2757fa925e5e d82d2272653efd54 8eeb221603a0eed6 c196636649fd9364 ca9b3e21b3e8d8c5 70c3044089f41d62 d1c1e7ac8441353b 999f6a64e0943ad0 4324de20274d7ab8 513e62d974d57cb4 d1feec63e8d5cd16 00fc7e95ac699c93 5b033b0d38901a94 e6b1a81dd4b59da8 3107d465dd7ec67b 348d17a99d2ef217
FgZgS2s9kJY9xUhW,961990e0e90b92b8 f3388dafa6403e81 760634faa771e24a ebbac5bab03c49ee 1753a48b83b17210 6f131be7786b83c1 9abde5bb0f60f0e5 0a4b37dcdb8f6f3d 31102c8fa5521224 a03163db35e1c7df 0dbd820459533f2b 2d7253d80c316f83 ba26b068a38f4e38 3041607251e57c62 074f08312b70ec1e 57f86f5b41eb8877 955add8b1169cf10 3e3e5ed2458d3572 9798f35e901859ed 59168b06bb584859 705d96426f3ad807 f3be8f8d7661a814 84191171ab143c53 64923ab82a28bd9f 2035adb3273ee395 0be4fdcd9cc4a0b6 a47ae57e9228fee3 1408cc109225a0d1 f519f848cf28ffe0 70291f9f7d9fd4fc 257f07cc1b16d406 b796a483cb6e1dcd 76d9910c5383fd66 6613fece3567046e 439e8c1cfc1a0fa8 84843269a903acaf 22d247a1dc36f54e e8e46dda55620424 d7b523b6d3c1c3f7 6dfbe674f09d7131 73d8351a3a8d8d41 bcc5dd9398235d98 9c4b713354f8894d ae1030c38d8b4727 11443acd121c4f20 68d499e061fe7782 49ec320d9025a757 b55df4c4c84f10a9 4c2d1e6ea359a5fc ab95171b75d1c836
PJJEIx8CWFRBfnLA,36cf49114d4ce97d ff3a63a3962a3173 974caaa4320ec38c e337c83e622906da f5e11759cd69309f b49a016b1afc394a b13156d54f609726 1dd7605d6d459ad4 fdb5eeeb7037e437 4e699aa1b0edb8a4 0994455f4efe954c 5a3b90e83a0884ce b4796f88904701d8 18815866f8c22d99 142f24a97b5713a9 5490cb6614829c80 854d748ac009029c caa62994abab74e0 b4196e444550668e dee199cba1d88d85 d748553d0456a4ea a53cb0227876ddb2 ccf6d2bd9c403253 40e18ac3a16b109b 4a66a2f381d74500 c29994783f22c2fd 01985547b1b01b36 8f6f109598aabf6c 5ebd0ada16377413 e0ca7826e2069c17 172bbb89c1a3fa58 a1c8b1caae5f07c7 6ee5a0f6dd127b9e 8781aee352fb4712 23c8dd9658e5ec92 625689827b742966 7f2abb28957e9481 9932f79bbda303b8 ac655e44da074b25 f003e2115e083025 982f516fbddfc9c1 48a732fa21b1dff0 0db393e33dda2d46 4b43a8de88e731c9 a8bd28ef5ed2d2d0 6da1fd3a16a78dda a9e90a7c3d9d218f 867772aeea65b49c e34cf6a893dc8fac f4029216be63d95c
bmm8LDzgb21jOX1T,f64296259e93441f 526377f58b131f9c 6d5eb66eb6127eac b84083a5b27317ff dd25893ee2c178fb c32836142305cc1a f2207cf14c53310a d574717a75551750 099de2de40a616c6 3a9b81872ba5ec18 311471576b52f108 aeb999d69ebde75c 18ebc3554bdab1e0 19a6f4dd976e16ca 2bbce3fa17332521 77bf9ac5f1a713a4 2200352f5c173477 3cc77613af3946ab e7b5973d1e487521 6542269fc75a1eb7 74dda6b00ea9c534 ae1476afd85be21b 4b59d9f20dc20b0b e3e3f70017caf4ac 0e7ba2c2fe02af7c 5b97c8523acef31d 10ec560ce744237b 5f33a04a600a4dcd f1b22e2bf6dc1882 0bda1b456614f092 2210fc8dc9a6bc37 f0ec6337241b1df9 51959046305ae76b f0047c9cbae4b32a 5b2fc17d82c58b90 5cad5c0b692e83cf 7a59fa6f401ebeb2 19903fd5978cbc7a e88153c7dd5e582e 9c685259e2ef33c7 b3687ade0d8ea0d4 70933cf58e871f09 ffc03ae94fd75870 de8945509fa199e4 fcfc7dda1aef1a04 b99584801f5e9525 d0b790af9a99b413 fa05a5ff98120a7c bbf0911469046619 17a8c955292d6777
Ut6XbndXV7TBeieu,1c2c274c74d04e2e b2c049081eb2ddaf c0ce5b96478fbd62 f95035a43d5c36a8 6785ba8c045615a3 cd50bbc96fd25546 68588eb0865d6ec5 81127a05c72ada10 68a13720cf996e85 c402f37880def88d ab51a9867bf62ece a51b8f09d8e00216 f803bad45ea4e99d fcdc326a1268b595 fe30c1e146d61b0d 43479f18f4b38f62 849bd55cc6ec96b2 da469f0d22ede7aa 114a52f1543818cd 0a38b281724cec51 6583e8dae0b7d1d1 ab4cfcd03169e865 defc856a1b704ae0 3a5b7afb6526d5f5 ca4772ac4f2290cf c54e5ed2e12efed3 de068bbdaf44201d 618c1806f0bd5b0c 37b1b81133673cb3 9c8eafe73395b1ae 323e8a7cdc7bbb30 5002997042f67690 713ba305a6890388 b2b8ad0d0f44ca87 9e31e5f4a3076919 90600a0bdac36862 319bdb80e319b2de 8c556a063e070022 d34a1360dc2050d6 cca85b85747c6260 f27e0fe5fb42edcc aadf3fde26e09299 8e1fac4749218d94 c1ca771af5993dcd 8110ead820312558 f09098d597e2d046 c9ccbc091b834d7a 0006425fed03b663 ebb214349a447190 0b82589a743ff763
3DwPXgkSfZSL3CQq,7eda94c859138f39 ae01c597d66f7e9f 89fddcc6978c641a 4472b3d4e78e23c2 526190b69d54a96b ea5e34788756b7e2 5e8aad39506d9d75 19c94de8c6965781 15f5ae234356690a 693e136d24231d09 6710b8c3e07d3ff0 686de5471416965b 49da8aaf6a4b478c 3a4f9359a0f29bed 2bbf74ac36bff50a 4766f7e936283bf4 da261d3255bf6fea 7ae30df0dc190044 a88963febc25a019 a28cbbd6bffb4645 cfd0a1d73cabd9e1 aaaca0af70715018 3fcf36d197b9d17f c3bf9980d7479324 23934e64b8890e94 f4a37299527bc3a2 4130967460b90589 9caa514b899c4294 457b35951e0059a0 d3be73b0c7dc244e ebc47344814e0019 b2e3fd27bf0b823f 90e09fd05de611d7 8ef096be32385d70 d43bdb7d4305c3f6 f2110f267c749632 2cc06806c39549e7 9a14af5065f4d1a3 4a4949e8fcf0adc4 065558a7027f1bfc 9d82a9c381e3d19f c7c82c20004c1ba2 0d65ca87e2f6fea8 7cff06ecb8b46cc0 ee04ea37e5e4d2e5 a59190996be1c8b3 25c0fd63e58cebf5 ad8094794b14a73c 7e2be877093bf8dd e13171fb2cde07c0
QLQ3ob6QWoMuWizd,b2c049081eb2ddaf c0ce5b96478fbd62 f95035a43d5c36a8 6785ba8c045615a3 c411dcdc93f57c50 cd50bbc96fd25546 68588eb0865d6ec5 81127a05c72ada10 c402f37880def88d ab51a9867bf62ece 22d669d90ee9684f a51b8f09d8e00216 e982f7ac9cbf2d2b fcdc326a1268b595 fe30c1e146d61b0d 849bd55cc6ec96b2 da469f0d22ede7aa ebdf37dcf8c3d9ec 114a52f1543818cd 04b15591936d63dd 6583e8dae0b7d1d1 ab4cfcd03169e865 defc856a1b704ae0 3a5b7afb6526d5f5 ca4772ac4f2290cf c54e5ed2e12efed3 468711ad717fa712 7d84c17d2118eeff de068bbdaf44201d e876a3ea4567dab2 618c1806f0bd5b0c 309e3d0fdab625b6 c5974c92acaf6c31 9c8eafe73395b1ae 5002997042f67690 713ba305a6890388 b2b8ad0d0f44ca87 9e31e5f4a3076919 6b0ef8b7901f8f2c 90600a0bdac36862 8c556a063e070022 cca85b85747c6260 aadf3fde26e09299 bf06498acd2dd895 f09098d597e2d046 7d48714f5f4d2f3b 0006425fed03b663 ebb214349a447190 4d6ae876c6e6b306 0b82589a743ff763
eqTqIrRRP61eiuT1,e501359e7a94a45c 67c6802a9d3f6d72 9a59921aee127224 48bd2f4ae85cc03f b72dc6bfb979e2c5 76291993b3dd05dd f91e3769612dec06 4df34ae638269ebe a584ebf59b1791b6 b2fd4dd18c871dfa ef61c4c25b0de963 74b9639a30f6f80d 691b74bf03a96705 5e8a907f0b697a2f 78298b6f688dc621 580a7512cdc22d71 d31256bee3e76b68 5b3986ca5ae101ad 060503f4ba758edf b9b984a8ca9771f3 450e2f5ceb81fa39 e4f59808a052879d c1c62ab30e6a4ee1 438b4eb6350dca24 9f1957d10f29f336 22f110fd740c65ba 45bfb89ad12aa17c 16b457f81f0b656c 5b7908be39a5e539 d54c8f6a29ec868e b763b31ea72148e9 04e5176320535cb9 b80d43d6ba351311 c301a358f2bf46f7 a09f7bcc025d8164 79214b76bcc896b6 51d5eeb86196ca7a 80202d1d1f783c8e b6cc59720c0b142e df80f68032e8081c 96bcbc4dc2ae2373 3db63b05d5f645b4 f697c9169f0cac90 b57fa6245cdddf36 2d0a636ff205a6d1 4201d72205fa1fe6 9ab973fb82b6f835 6d8f89be955ba8cc 5a1b72d01c1acdca f0bcd16364cfd939
wGbaLYJdbDXyNdmq,9bc7048e823737fd 2554e15cdde52803 6670caf28d5ee733 99be516bc5bdf15e e1e8004b15ea3b8b d3c6ffd94a1eaea0 4d3201aad1917c1a 6af8aff97b66f826 d7f6e2d5384e4975 6d289ee9c82465e4 ef42744a88583390 4b872eaca6bc9709 a9d1450394ae79d9 2dab00ca0856556c f4309b82b3f9c203 b7d5f135e07e40e7 98675e41e483cdc2 6c2515f7ffab2eb0 17fcfce805e7eb8f 17a4b3fe56f93194 64a322855cf9c55f c54188a4e82c3111 efe5102f157755f9 8362676dd1421da0 7db7ef05a0776004 5170e8be4c824849 24dd5848b0e1c983 1e3a36ef4526b02c 94cc40c66257a658 87a3b2f30f9c9c37 53169cc84eb130c0 34f72fc4da6205db 330f9abaceb17449 47358fe192f767ff e8b220e07c7d0034 2699c78839d0e7f7 a812f7c518ebe01a 9c9ae04cc747d364 0966dbcae5e3418d e7a8342ed2820d73 f697fd3cc7c70eb6 3531e7e6afed6207 e545dbd525365587 12066e122ecc7c9f 580d9727358fc4ff 844437488c7764f0 31ce569e0460b3d4 92f104cc0f36f08c d6bb7d9c2f947e28 b3a856bb6a24e514
Gh843nIPe6GCT6Qo,b283e35630dcbbd3 011c45f570323d27 9876dbdbb8dd8aff ba64a2cd97559859 85a710187bad295c 343cf1592c9d9a79 0d36b0f81e6d258e 6a288bb43055bbc9 78d7e584b8776e54 52bf926c077d0023 9d55e72c89efcf75 32f89bdd55efc53d 1deb1b711b0d551b cc2271d845745b14 1245f4958bae3385 60756bb478e127bd dba943f680a38ebf 83636d73e70360d1 46f875cc8413cb04 b43ca2809b21fd7f 9ca6727c87410dcc be693ef8f1b2dbb4 3815016043e272d6 e039396778432a21 0a232a7175385667 9cdc289edc9926d7 6b0ab11b7dfe8708 66ed58079f87f6f6 ae73becc24433991 9d29e9a2a34925df 50bb6ec87bda614e 90c2164b78d89e51 95b71904f668ef9b 0c51ade74be2cda0 5732c72864df5232 8b00d45cf7c6a3d7 e263537d842e0d88 ae70a58d9f959146 068ae0da69969639 26ef9e4eb6c7185d ad0dffb65de981cb 3e5fe9dcc281960a 7707ae37ea05d490 9d806f4819d0bed8 ec2147cc7f53fe4d fcfdd64610aa33f7 c29db0de36ee93a4 1ca00793e98d2ea4 d412fd135ba88ac1 e59feea707e799f7
7VDPJLNm15oMTPV7,dff9991f6d5f80ef 65b61a5dbe41a102 df8b89b246043a38 f1890e490f1643f5 393a20c0e9e982eb 47e4e2678391177a 7322891222972597 abe22f84fe4a0bc7 b29be788c3e95053 978e534375968469 655f14b549d6d909 9de6b1e24b396206 efa56150916324b5 799c160f347b46e1 3989716d65f4cfc4 229d6f1bdcb453e7 26ac717589c4aa08 7adbaaf3fc0d8b9c 85631e822cc5e3f9 60d2d901cbdf224c 3cdcbdd388a70dc9 537be162b0daa255 9b8d87587f7236e3 6f6abd98928c3509 5fb93f14463724b8 67295b92bccaad31 645048d0e8c4cc87 d0a480f8687af159 f1f3c5790b9c0e79 34a7139469ff7442 b9242ab06276e02a d6e479911298ff54 77eafd596518e583 429223585af7534c b9e58728374a718a 507d342f4f9d857f 5df4b21dfd50fc1f b86ba659c5292de5 bb1f60a96a527619 b0e1688ef4437d16 13bb89487735d9c0 b03727ce6ecf249e 37001867de321128 5b3d6b5005c6cd18 3ae5842e99c22cdd 3b9affb839e7bf5b 0a400ec42bc56859 b739c2f8e5080194 9d412d8b6af85694 4f6c7520980e6ab4
bBOhkK3OhauHAFea,3a9b4bd9b6e27bcf 4e2b78f262426df5 dd729b870b6bc0a3 98b4037bcd037ede b4d82005ebb01188 5cfb78ffd9f811ca e786b2b797db99c0 f89d5de92a8b8e14 6512aa9be3b28354 f1d9df33abf65b63 bea8a3c7cbf19e55 135821fa7f786e69 a6c368d91f1f116a 2d316bdca7b95bb4 62566ebfd09879e7 c2b73a69dfdb8251 ea97e7f878c8baed 9a5c613fb8176d58 646d3c8617e97f60 3939b73acce89e78 06bd15a7ccb38e92 bd03856225abfe89 a5c71962806a6694 558ca46387f6d3d7 e3cb0655ab567d48 38fcbdaaca2465d3 b1d3ab56eb261554 ebeada1e760973dc 2ca67391123dc51e 1c351bffbe4cc844 01d2bea0f68e40ee 4866f826e7681091 9cf168be594ecaed b1ff1c5e9ace2544 1549b937ff093003 b6263ba3c3bc7f26 1fe0c124e93b4574 67c10832882e4985 343504573613e792 cdf3bbbcd983ed69 bf738315d9ae9630 2368beeff58e0efc 2ae362db196fba7c 07da98758d71e7e6 f51ba6a71b7a628a 7e2e2d06fc19d87e 0fdc84a9a72b9927 6c30426d79b20e21 f41d0eadf6557c9d b19ef491ab4ad377
SVFfhQTJ5W0IOJtK,a385e493ee447902 06d30842ae6943a8 8a18abdc6c76aef4 e8d1ec3021a3fe79 e35c809750f59250 fb1396be18127223 bedeb724f83c34c7 1b029665c83c9d40 380853cf712d9494 c2fe8f392a604d7a a2ed9a2ed8d66153 6a0a9d99c67eb7f4 9626ff2dd261e198 6691052b6931d416 1ff08696e54a1354 95c3e4d30c4aebef d9629a95bbd6813c 4004d72f6c8793d1 6d6b80a38e9342c4 292d55dfb95ca10f 2f95af6e318f5453 181356dfdbf07c72 57061ae933e57651 5cdcef49d610e933 d032084ef3e71f07 9ff03063ef0c742c b5f775097a09b988 a983521bbfbe51e6 49617c5e78600e8e 2320fd999177e3b9 fd855c7d3992685c 9cd3339b1377c830 d201fc8eda11cb0a faca8b5d0cb2944b 667f23608ec5ef53 341db7d3972eeda3 ddad0f57aecd0495 80ffb362e6d6148c 90900ab0685c109b ac413ef546fb5542 90cd525b40829ceb 19b8e65165a5b8cd d6069656513bfd50 00c63d9e886a462c 43018ec7083c0d70 871610a06e8295c5 dd36ff7afc2cc336 af2f1137c7f13ad8 890595568cab870f d81f8cf31c2c9c00
XxpbtP53PDNeT0si,03119d1d0190d268 24ac339cc46eac05 18a9a83855c16ce4 52c8e95fd79758a4 7b7d3cf28d4cc2ab 82c353744afedea1 0ddac9647327cf9a 137808076ecd35a4 bf7fd3ac029455c0 46599386cb47ecad 2fb8d9550fc9b591 2edb51594a68e8a8 871720d9dc79e92d 05ba89ecdc252c52 56c3204842d661a4 0696785b5cc08008 4895e52dc3735718 1f74385c93027821 3c1e3ce1304e1cb1 d885471feeff6a87 2052b9059051af32 f3ecef3832b3242d e81996fcff907fa6 b853a2944b481cc7 b9edf0db9e449d8e 9300cd905e242b0d f9fce4373607ed54 797a7bdf9e98c19b c4b9e0be115b18c6 f868179722911b08 1f242542ede9d660 b6d907053ec45c7e c182ebf5ffed4321 3f923e710955105f 37e14d9cd61f75be 2f344a38a524e79a 1f15692aec8952a0 5d5fe75a224c4960 dc5c73154f133ae5 e91fc473cf217409 3d59eae4968c37ca 374f44c96aac7714 394975c1669fc82e b53696567512c433 2b356baef6a9d363 f1d44e52e20d018f 4ad06ad91ded4c51 b4e65962e4e6ef94 4955399b9d459896 d183115cb2725165
8F3us4IJ1LnSXHhX,077b1ddb610a4dc2 761bb3e4bda7cb3d 49af2d31fa2f2adf d436d16944bfb2cb 38bd8f5f3eb45156 fe6266304dd8841f e4273fa2690bf03d 74a20d2d94d9964b a3cc5d2453813f8a c52de527d1426a81 684199ab72ff3abf 8704881de3ca4211 0cbf0bc5e109e53f 07d90e713b9a717f cb45e5fd3f5ea955 ad43b89bc22ce34c 53546a479f5c5a65 c55865fdb47b9461 bdfc5e321e952b78 7ebdfe6437454d55 06b60f7308bf3cb4 708425d484d721bd 1b54d2cd2a258aa1 c9aab73326f3e9ab 73f2df7cbdf8cf08 59725cf0a9a050ea 63f3a727b301c5f1 951525ad326811e2 0a92abf38690b108 10794535cb5c58b5 8cc2846fa735a298 38e103d614d753db 3f93ca6a32c4f94f 761bd15d046adcdc 5f95931dc3d7a9c2 bf1f3ae7aeecb1ab 6d428affa647ec83 c368b74637498b2c cd4d427029ce0263 33391d1721745898 440f27e2f327144d 3107fd245ff610d6 839d161aa4dabb11 822131e1e41199ab 603c596b64b710cb c2f32c6596eefe86 271df7f65512777d eab09db8d3a9f895 77f50e5fdc99e640 c7e0e6dc9047d0ee
U0clXkmc7RHllTxn,7d545b950218a591 9734ddabef13dbef 615d2fc8a13028ff 5ff28b77ba30869d 39b2a3fa53483baf 36c276c4e7cc0b56 2365a6c39f0fc94e 5918fda115d48511 246120b971b7b720 e5e62a9f678d5957 d8a76d1f934933b1 2e2bf714d6fa98b1 324d9016f7929bb5 452fb5aaacb7e943 e17f2e7d6fd88764 4c78453e0c0fc498 bd6b52219ce23f3d f7cdb079f8558b7b 3125d7f6df425be6 1d43a256149d7430 a03dafe9bf2eadc2 7981f5ed7c1551a2 39c645f05c623666 5150e2256917ebe2 7cda4be97b7e73bf 95bcc3086bace3c2 413c5a7a05c7196f fc883f2784272da4 26280e41c53e841d ae81740f9e84f7cb 5600696cabc9216b 99b3db9586afe0c8 637e519e4c2f4b21 1a22d4b32945d28e 6164682e50f99509 369e75c9c2d47ef3 2bced5f57311053a 3135865f11e371ef 4865a5a905e2c5bc 63dd346420250397 13e88e66c3db5668 2572a96f99e09cdc c1eb45eb98f33dcf be5e5245bf8acbfe ebd6b9b60097db4f d7295dfb1c085b31 504ac821eb9e5144 51adbf8700295baf feeb4d7cad96e6e7 7290271072651478
oeAqt4EyaT7YYQM3,b99fad02ee83c6cf d54d48d9fcc82065 b5b523f4de0ffc25 306be0f7fb8655ba dd09ea00172d7890 6e061bb88f0e3cf1 032cdaa0a91cd32e de2197be89d71a7b 1a5171558516083c 37d93d581f0a9269 9209a9c1a5984c98 7e1bb8630fc4d072 b3a7023d5ce3ddd6 9b6eb56842563f4f 68486b3cfbeb457f 8807a07934967184 b5409c852ed7b580 8273563df2d5e2ae c5ab2baeb464a924 05c29f65d3900f3a b1a806e5f6435382 9195e792da765a90 7b68e8e775885590 5bcba4596973b14d fbc7900429f943fe 862062ed91223957 90411354a2f7f154 667de5b74c9fc997 d0a490647fea50d2 34084f258566d32d fb4e99a7e9bfc40e 6c7e293e344e2195 96120085ad8bd9a4 f7d0d349b7ed7f17 33ec4fb97bfccc61 3196f6369656e132 28107211cc7c9e72 a7e6048645eceaae ab66b3c88be1fa2e 47e10b8bb757ca75 b9dbe73fe81a9ab4 a6fca1f5da08d84b cfadb60fe71d17e4 063793eec20df7fb e0cb31e2232b2453 ef5624c60cfe7349 16e39805218f422e 8c29733648d6fcb0 6f742368392a9314 81374d780c030ba6
